LATITUDE,LONGITUDE,ARC_ID,YEAR,VH,CYC,PED,FATAL,SERIOUS_INJURY,MINOR_INJURY,NO_INJURY
34.206867218,-118.536056519,3814639315342066107389348954_3814639285342072717389348961,2018,1,0,0,1,0,0,0
34.206867218,-118.536056519,3814639285342072717389348961_3814639315342066107389348954,2018,1,0,0,1,0,0,0
34.186668396,-118.404602051,3815955355341866814048954779_3815953405341866824048954783,2018,1,0,0,0,0,0,1
34.172485352,-118.546829224,3814530395341725017150394450_381453404534172493122637292,2018,1,0,0,0,0,0,1
34.23292923,-118.438659668,3815613435342329327345484706_3815612005342328519416746853,2018,0,1,0,0,0,0,1
34.20973587,-118.431152344,3815688615342101948218315114_381568853534209439362630963,2018,1,0,0,0,0,0,1
34.168323517,-118.578422546,3814207085341680261831597072_381422149534168427122535413,2018,1,0,0,0,0,1,0
34.223632812,-118.562286377,3814376875342238146793043948_381437695534221108123541937,2018,1,0,0,0,0,0,1
34.223632812,-118.562286377,381437695534221108123541937_3814376875342238146793043948,2018,1,0,0,0,0,0,1
34.158084869,-118.422515869,3815774705341581056788422834_3815774705341580514075358312,2018,1,0,0,0,0,1,0
34.257408142,-118.484786987,3815152905342574177064949535_381515114534257420123507445,2018,1,0,0,0,0,0,1
34.184932709,-118.439971924,381560012534184678123163273_3815600075341854944049188187,2018,1,0,0,0,0,0,1
34.184932709,-118.439971924,3815600075341854944049188187_381560012534184678123163273,2018,1,0,0,0,0,0,1
34.250591278,-118.450508118,381549433534250636123001203_381549519534250544370454911,2018,1,0,0,0,0,0,1
34.250591278,-118.450508118,381549519534250544370454911_381549433534250636123001203,2018,1,0,0,0,0,0,1
34.179389954,-118.456710815,3815433145341794064049176535_3815430625341794064818902286,2018,1,0,0,0,0,0,1
34.157611847,-118.431236267,3815689155341576206845213285_381568744534157620123031526,2018,1,0,0,0,1,0,0
34.186771393,-118.457450867,381542543534186669122724151_3815425445341867947517019450,2018,1,0,0,0,0,0,1
34.208358765,-118.551208496,38144863553420838535354875_381449730534208386122873004,2018,0,0,1,0,0,1,0
34.168560028,-118.432899475,3815671895341685679888976943_3815665605341685665327556693,2018,1,0,0,0,0,1,0
34.171207428,-118.448722839,3815512425341712137437052024_3815512555341708067437052023,2018,0,1,0,0,0,0,1
34.201198578,-118.417816162,381581834534201210361115810_3815823455342012104076048745,2018,1,0,0,0,0,0,1
34.201198578,-118.417816162,3815823455342012104076048745_381581834534201210361115810,2018,1,0,0,0,0,0,1
34.168560028,-118.431251526,38156874353416856735504226_381568741534168393123031537,2018,0,1,0,0,0,1,0
34.188289642,-118.592758179,381407188534188364123414502_3814071835341882365950373343,2018,1,0,0,0,0,0,1
34.188289642,-118.592758179,3814071835341882365950373343_381407188534188364123414502,2018,1,0,0,0,0,0,1
34.179168701,-118.448738098,3815512715341788364049120917_3815512725341792837437051872,2018,1,0,0,0,0,0,1
34.16865921,-118.396499634,381603489534168643123364409_3816034895341687286733267852,2018,1,0,0,0,0,0,1
34.16865921,-118.396499634,3816034895341687286733267852_381603489534168643123364409,2018,1,0,0,0,0,0,1
34.188400269,-118.579681396,381420282534188420122610032_3814204385341884225690360463,2018,1,0,0,0,0,1,0
34.18667984,-118.415733337,3815843565341866874048954769_3815841795341866897516208182,2018,0,1,0,0,0,1,0
34.20218277,-118.570983887,3814289825342019534821383377_381428981534202272366000756,2018,0,1,0,0,0,0,1
34.216209412,-118.527336121,3814726445342158804034745610_3814726455342190564033731968,2018,1,0,0,0,0,0,1
34.221160889,-118.536071777,3814639015342211989411208527_3814639045342208626399401732,2018,1,0,0,0,0,0,1
34.221160889,-118.536071777,3814639045342208626399401732_3814639015342211989411208527,2018,1,0,0,0,0,0,1
34.228450775,-118.493873596,381506121534228458123328751_3815061205342283386672932920,2018,1,0,0,0,0,1,0
34.228450775,-118.493873596,3815061205342283386672932920_381506121534228458123328751,2018,1,0,0,0,0,1,0
34.172309875,-118.5286026,3814716945341723336177303587_3814712595341723316177303589,2018,1,0,0,0,1,0,0
34.169204712,-118.468193054,381531855534169293305531985_381531677534168919305532520,2018,1,0,0,0,0,0,1
34.228271484,-118.46749115,3815325075342282839412287534_3815328615342282807437319918,2018,1,0,0,0,0,0,1
34.228271484,-118.46749115,3815328615342282807437319918_3815325075342282839412287534,2018,1,0,0,0,0,0,1
34.201198578,-118.426239014,3815746015342012104076048741_3815736815342012117874776032,2018,1,0,0,0,0,0,1
34.200073242,-118.544754028,381455206534199299122671389_3814551995342005374034769612,2018,1,0,0,0,0,0,1
34.160701752,-118.501091003,381498908534160727122937178_3814989065341605684821291857,2018,1,0,0,0,0,0,1
34.208370209,-118.570999146,38142897453420835335354886_3814291305342083536397795795,2018,1,0,0,0,0,0,1
34.15486145,-118.472679138,381527314534154885269580191_3815279115341548012000789959,2018,1,0,0,0,0,0,1
34.162151337,-118.421051025,3815787115341621649675777485_3815801735341621591532304974,2018,1,0,0,0,0,0,1
34.172111511,-118.449234009,3815506145341721214049039438_3815510435341721237437051913,2018,1,0,0,0,0,0,1
34.193939209,-118.431266785,381568732534193942123031561_3815687315341938387546309165,2018,0,0,1,0,0,1,0
34.179168701,-118.448738098,3815512725341792837437051872_3815512715341788364049120917,2018,1,0,0,0,0,0,1
34.20117569,-118.590629578,3814093685342012175993868419_381409370534201116122902305,2018,0,0,1,0,0,0,1
34.216209412,-118.527336121,3814726455342190564033731968_3814726445342158804034745610,2018,1,0,0,0,0,0,1
34.209060669,-118.426773071,381573251534209058122873247_3815729045342091267882341427,2018,1,0,0,0,0,0,1
34.231872559,-118.467071533,3815330345342319067155403042_3815324855342319092453255722,2018,1,0,0,0,0,0,1
34.220249176,-118.568878174,3814307425342202394020558003_381431139534220246122731852,2018,0,0,1,0,0,0,1
34.207782745,-118.588470459,3814115045342076174020620839_3814115045342081996397795642,2018,1,0,0,0,0,0,1
34.201198578,-118.436599731,3815624165342012204075927087_3815638665342012224075927084,2018,0,0,1,0,0,0,1
34.154331207,-118.469314575,3815305775341543587413136168_3815307535341543297413136171,2018,1,0,0,0,0,1,0
34.228462219,-118.495269775,3815049315342284667418533723_3815045595342284687418533725,2018,1,0,0,0,0,1,0
34.228462219,-118.495269775,3815045595342284687418533725_3815049315342284667418533723,2018,1,0,0,0,0,1,0
34.201202393,-118.501121521,3814988635342011072853954742_381498863534201242123099317,2018,0,0,1,0,0,1,0
34.201148987,-118.562240601,3814378725342011606399711570_38143773553420115929409713,2018,1,0,0,0,0,0,1
34.186763763,-118.546592712,3814534175341867876786618949_381452641534186786366737373,2018,1,0,0,0,0,0,1
34.193908691,-118.474876404,3815252055341939247045887835_381525070534193923123126038,2018,1,0,0,0,0,1,0
34.172241211,-118.518539429,3814814585341721423049853973_381481456534172269122732604,2018,1,0,0,0,0,1,0
34.2084198,-118.501159668,3814986695342084287345652710_38149885553420842859834078,2018,1,0,0,0,0,1,0
34.197460175,-118.557373047,3814421905341974659234994246_3814427135341974659234994244,2018,1,0,0,0,1,0,0
34.193840027,-118.533531189,3814664225341938604954088743_381466496534193861123126119,2018,1,0,0,0,0,0,1
34.19601059,-118.588439941,3814115315341961284268863830_381411532534195616123639265,2018,1,0,0,0,0,1,0
34.19601059,-118.588439941,381411532534195616123639265_3814115315341961284268863830,2018,1,0,0,0,0,1,0
34.228897095,-118.450233459,3815497365342289458695634388_381549736534228854122993143,2018,1,0,0,0,0,0,1
34.228897095,-118.450233459,381549736534228854122993143_3815497365342289458695634388,2018,1,0,0,0,0,0,1
34.186580658,-118.562210083,3814378875341865806283723839_381437770534186579123414439,2018,1,0,0,0,0,0,1
34.19380188,-118.575332642,381424634534193807123126153_3814247255341938076069682749,2018,0,1,0,0,0,1,0
34.243648529,-118.450233459,3815497525342436915544598400_381549752534243648122993149,2018,1,0,0,0,0,0,1
34.220481873,-118.553512573,3814465895342204747558360881_381446433534220471123045552,2018,1,0,0,0,0,1,0
34.220481873,-118.553512573,381446433534220471123045552_3814465895342204747558360881,2018,1,0,0,0,0,1,0
34.235713959,-118.499046326,3815011755342357404020536205_3814995035342357516484081824,2018,1,0,0,0,0,0,1
34.221668243,-118.429290771,3815708705342216724076013411_3815706575342216728170630111,2018,1,0,0,0,0,1,0
34.221668243,-118.429290771,3815706575342216728170630111_3815708705342216724076013411,2018,1,0,0,0,0,1,0
34.189189911,-118.577255249,381423348534189214123649378_381422353534189223123649379,2018,1,0,0,0,0,0,1
34.156822205,-118.4116745,381589609534156810361119302_381586363534156836361120804,2018,1,0,0,0,0,0,1
34.202949524,-118.53604126,381463928534202958123159052_3814640765342029586337051999,2018,1,0,0,0,0,0,1
34.202999115,-118.46585083,3815343815342030116444451609_3815340985342030129956721461,2018,0,1,0,0,0,0,1
34.164867401,-118.448905945,3815503625341648704049178879_3815511365341648687437051853,2018,1,0,0,0,0,0,1
34.208339691,-118.562271118,38143772053420836335354879_3814377195342082476397811514,2018,1,0,0,0,0,0,1
34.172111511,-118.446426392,3815535865341720107500254971_381553589534172127122703596,2018,1,0,0,0,0,0,1
34.233161926,-118.441215515,381558875534233158370927768_381558781534233180370927769,2018,1,0,0,0,0,1,0
34.233161926,-118.441215515,381558781534233180370927769_381558875534233158370927768,2018,1,0,0,0,0,1,0
34.186660767,-118.450927734,3815489925341866677544397740_381549082534186667123194631,2018,0,0,1,0,0,1,0
34.226428986,-118.437332153,381562866534226048370930964_381562677534226452122845995,2018,1,0,0,0,1,0,0
34.242721558,-118.588569641,381411440534242738122684519_3814114425342421704035394778,2018,1,0,0,0,0,0,1
34.242721558,-118.588569641,3814114425342421704035394778_381411440534242738122684519,2018,1,0,0,0,0,0,1
34.200534821,-118.474891663,3815255725342005276787880916_3815250575342005306787880917,2018,1,0,0,0,0,0,1
34.235725403,-118.522689819,3814775305342357884036695582_3814769575342357296026592147,2018,1,0,0,0,0,0,1
34.224594116,-118.577476501,3814225455342245911837180335_3814224745342245905695263176,2018,0,0,1,0,1,0,0
34.179401398,-118.431236267,38156874953417941429409686_3815687485341793096486768208,2018,1,0,0,0,0,0,1
34.179401398,-118.431236267,3815687485341793096486768208_38156874953417941429409686,2018,1,0,0,0,0,0,1
34.242729187,-118.558418274,3814415845342427504036877694_3814411765342427494821325747,2018,1,0,0,0,0,0,1
34.221660614,-118.405273438,381594730534221670122628471_3815947275342212637882682303,2018,1,0,0,0,0,0,1
34.221660614,-118.405273438,3815947275342212637882682303_381594730534221670122628471,2018,1,0,0,0,0,0,1
34.193889618,-118.500244141,3814999605341939005884027911_3814995125341939055884027945,2018,1,0,0,0,0,0,1
34.202960968,-118.542098999,381456495534202958123480941_381458497534202960123380753,2018,1,0,0,0,0,0,1
34.250320435,-118.511138916,3814889835342503196432919607_381488847534250318123117770,2018,1,0,0,0,0,1,0
34.242740631,-118.445358276,3815545445342428489416735154_381554656534242654122684246,2018,1,0,0,0,0,1,0
34.242740631,-118.445358276,381554656534242654122684246_3815545445342428489416735154,2018,1,0,0,0,0,1,0
34.186569214,-118.552360535,3814482115341865896455483344_381447607534186586123414428,2018,0,1,0,0,0,1,0
34.246879578,-118.419540405,381580478534246867123370787_3815803635342469779416764717,2018,0,1,0,0,0,0,1
34.235752106,-118.509315491,3814912705342358027308375371_381490190534235810122746859,2018,1,0,0,0,0,1,0
34.235752106,-118.509315491,381490190534235810122746859_3814912705342358027308375371,2018,1,0,0,0,0,1,0
34.236907959,-118.467697144,3815322865342369824075351595_3815322835342364254075351592,2018,1,0,0,0,1,0,0
34.208400726,-118.531700134,381468286534208401122872977_3814683725342084016399120514,2018,0,1,0,0,0,1,0
34.164951324,-118.501091003,3814988955341648819301331021_381498895534164971123099283,2018,1,0,0,0,0,1,0
34.241378784,-118.453552246,381546457534240261122738029_381546457534241410122781608,2018,1,0,0,0,0,0,1
34.249988556,-118.571220398,381428778534250005123040878_3814287755342498806703811958,2018,1,0,0,0,0,1,0
34.257278442,-118.530891418,3814690695342572724036671682_3814697385342572706317083295,2018,1,0,0,0,0,1,0
34.257278442,-118.530891418,3814697385342572706317083295_3814690695342572724036671682,2018,1,0,0,0,0,1,0
34.208408356,-118.514259338,3814857535342083159247057420_381485754534208420122872953,2018,1,0,0,0,0,0,1
34.235584259,-118.502510071,3814974525342356316711058750_3814974485342353771890109288,2018,1,0,0,0,0,0,1
34.173141479,-118.518791199,381480661534173138367482626_381481222534173161367482191,2018,1,0,0,0,0,0,1
34.158599854,-118.552833557,381447068534158425122977001_381447322534158873122977009,2018,1,0,0,0,0,1,0
34.22795105,-118.434387207,3815655745342279651887613413_3815656655342278837490667829,2018,0,0,1,0,0,1,0
34.208339691,-118.5701828,3814296945342083544049113515_3814302055342083514269165670,2018,1,0,0,0,0,0,1
34.165225983,-118.480697632,381511390534165130305706226_3815228545341652836379965218,2024,1,0,0,0,0,1,0
34.202980042,-118.448791504,3815511605342030274909412227_3815512975342029904874852928,2024,1,0,0,0,0,0,1
34.171878815,-118.571647644,38142803153417176235361195_381428884534172076365306005,2024,1,0,0,0,0,0,1
34.239860535,-118.473136902,381526900534242623627963320_3815268695342395871887607900,2024,1,0,0,0,0,0,1
34.171295166,-118.522293091,381478137534171285305703287_381472870534171271697095128,2024,1,0,0,0,0,0,1
34.171279907,-118.505561829,3814949805341712821733962055_3814847725341712701733961944,2024,1,0,0,0,0,0,1
34.173416138,-118.550300598,381446700534173481697095409_381451826534173389122456244,2024,1,0,0,0,0,1,0
34.155418396,-118.44519043,3815548115341554293786108804_3815549505341553883786108807,2024,1,0,0,0,0,0,1
34.266033173,-118.463020325,381537294534266036271331970_3815334635342660591361561224,2024,1,0,0,0,0,0,1
34.203208923,-118.473495483,3815265235342041637113560594_38152650453420235134018570,2024,1,0,0,0,0,0,1
34.168117523,-118.497413635,3815020205341685061733962002_38150500453416657935361210,2024,1,0,0,0,0,0,1
34.158592224,-118.457199097,38154385353415828915298176_381542718534158635701936590,2020,1,0,0,0,0,0,1
34.221851349,-118.411827087,381588206534222036306526594_3815882065342218056276935142,2024,1,0,0,0,0,0,1
34.236240387,-118.473175049,3815268485342371677113560622_3815268335342357964576697095,2024,1,0,0,0,0,0,1
34.203521729,-118.56085968,381439161534203543366614535_3814391595342034656543620987,2020,1,0,0,0,0,0,1
34.203521729,-118.56085968,3814391595342034656543620987_381439161534203543366614535,2020,1,0,0,0,0,0,1
34.201141357,-118.457458496,381542518534201148122724203_3815426545342011487221986260,2020,1,0,0,0,0,0,1
34.172130585,-118.396537781,381603483534172152122732406_3816034835341720207358055854,2020,0,1,0,0,0,1,0
34.172130585,-118.396537781,3816034835341720207358055854_381603483534172152122732406,2020,0,1,0,0,0,1,0
34.215648651,-118.536071777,381463916534215653123159061_3814640665342156516399401800,2020,1,0,0,0,0,0,1
34.192481995,-118.474395752,381525599534193632362782340_381525633534191609293827863,2020,1,0,0,0,0,0,1
34.172115326,-118.57157135,38142888053417225234018763_381427378534171706365306237,2020,1,0,0,0,0,0,1
34.166290283,-118.469619751,3815304065341663767118722394_38153035853416613918165949,2024,1,0,0,0,0,1,0
34.167636871,-118.496299744,3815044915341671146382480900_3815029035341681561733962057,2024,1,0,0,0,0,0,1
34.165107727,-118.490936279,3815087835341651616382480901_38150914653416513525075735,2024,1,0,0,0,0,0,1
34.163352966,-118.472381592,3815274255341635159276339552_3815276165341632639276339551,2020,1,0,0,0,0,0,1
34.251682281,-118.429649353,381571258534250980364042767_381568883534253200364042909,2020,1,0,0,0,0,1,0
34.209411621,-118.406951904,38159242753421166929570274_38159336253420822721703078,2024,1,0,0,0,0,0,1
34.167720795,-118.585479736,381413521534167643365598150_3814154865341677791831354327,2024,1,0,0,0,0,0,1
34.201190948,-118.403251648,381596879534201200361450251_381595977534201202977553534,2024,1,0,0,0,0,0,1
34.254009247,-118.472396851,3815276195342541377113560634_3815276055342525747113560633,2024,1,0,0,0,0,0,1
34.15681839,-118.410186768,381594526534156810805394854_381589609534156810361119302,2024,1,0,0,0,0,0,1
34.17219162,-118.571350098,38142888053417225234018763_381427378534171706365306237,2024,1,0,0,0,0,0,1
34.23608017,-118.473503113,3815265555342366577113560623_3815264355342357348450373336,2024,1,0,0,0,0,0,1
34.257850647,-118.436157227,381564902534256927364043017_381562033534259636297524298,2024,1,0,0,0,0,0,1
34.155529022,-118.427986145,38157200553415553035361239_381572609534155563701936384,2024,1,0,0,0,1,0,0
34.236782074,-118.414169312,3815851205342374024050067075_381586659534235982340151210,2024,1,0,0,0,0,0,1
34.171737671,-118.531745911,381468226534171742295421047_381468578534171621295426293,2024,1,0,0,0,1,0,0
34.243900299,-118.420837402,381579217534243858122465755_381579194534244060122465762,2024,1,0,0,0,0,0,1
34.257312775,-118.523429871,3814764985342573256031404632_381476651534257349122720301,2021,1,0,0,0,0,0,1
34.257312775,-118.523429871,381476651534257349122720301_3814764985342573256031404632,2021,1,0,0,0,0,0,1
34.249950409,-118.454421997,381543470534249972122724391_381545658534249961122727969,2020,1,0,0,0,0,0,1
34.221679688,-118.414413452,381585593534221672306526013_3815855995342220974075987209,2020,1,0,0,0,0,0,1
34.165729523,-118.469711304,3815303155341658566379965201_3815302855341655997118722395,2024,1,0,0,0,0,1,0
34.162441254,-118.471298218,381528853534162316269578097_381528048534163287269578132,2020,1,0,0,0,0,0,1
34.243602753,-118.450233459,3815497525342433884075544594_381549752534243648122993149,2021,1,0,0,0,0,0,1
34.201221466,-118.440628052,3815591555342012127941305819_3815594045342012126345986706,2021,1,0,0,0,0,0,1
34.179985046,-118.536010742,381463980534179983279150529_3814641315341799816283735127,2021,1,0,0,0,0,0,1
34.208461761,-118.475578308,3815245305342084504075794462_3815241845342084528187141956,2021,1,0,0,0,0,1,0
34.228908539,-118.473014832,381526972534228608627963310_3815270185342316467097285378,2020,1,0,0,0,0,1,0
34.171279907,-118.505897522,3814949805341712821733962055_3814847725341712701733961944,2020,1,0,0,0,0,0,1
34.262397766,-118.427177429,3815731265342626204038988289_381572784534262375122993171,2020,1,0,0,0,0,0,1
34.262397766,-118.427177429,381572784534262375122993171_3815731265342626204038988289,2020,1,0,0,0,0,0,1
34.232055664,-118.467735291,3815322435342321444485994335_3815322465342320314485994332,2020,1,0,0,0,0,0,1
34.257545471,-118.506576538,3814933785342575546699293659_3814935875342575484020524399,2020,1,0,0,0,0,0,1
34.164951324,-118.501091003,3814988955341648819301331021_381498895534164971123099283,2020,1,0,0,0,0,1,0
34.257305145,-118.467140198,3815328495342573007048220822_38153296553425729910243972226,2020,1,0,0,0,0,0,1
34.235481262,-118.562301636,3814378405342354876762917279_381437671534235488122746903,2020,1,0,0,0,0,1,0
34.260005951,-118.49356842,381506412534258412122984665_3815064235342608514020584311,2021,1,0,0,0,0,1,0
34.187538147,-118.588386536,3814115425341876724038489241_3814115435341874057132641214,2021,1,0,0,0,0,0,1
34.187538147,-118.588386536,3814115435341874057132641214_3814115425341876724038489241,2021,1,0,0,0,0,0,1
34.179443359,-118.536018372,3814639805341797869958388094_3814639775341794407912533884,2021,1,0,0,0,0,0,1
34.179443359,-118.536018372,3814639775341794407912533884_3814639805341797869958388094,2021,1,0,0,0,0,0,1
34.186618805,-118.518493652,3814815635341864894045956187_381481498534186631123414390,2020,1,0,0,0,0,0,1
34.221458435,-118.461853027,381536653534221450122980819_381538156534221452122893639,2020,1,0,0,0,0,1,0
34.246658325,-118.502410889,3814977025342466446670614241_381497551534246647332062592,2020,1,0,0,0,1,0,0
34.186668396,-118.435302734,3815647855341866774049020724_3815644605341866757544397743,2020,1,0,0,0,0,0,1
34.186668396,-118.435302734,3815644605341866757544397743_3815647855341866774049020724,2020,1,0,0,0,0,0,1
34.210739136,-118.571006775,3814289695342104614049113521_381428968534210762123040820,2020,1,0,0,0,0,0,1
34.2029953,-118.466201782,381533789534203014123036303_3815337945342028164075843687,2021,1,0,0,0,1,0,0
34.224620819,-118.467712402,3815322165342246595000147849_3815323675342246565000147848,2020,1,0,0,0,0,1,0
34.224620819,-118.467712402,3815323675342246565000147848_3815322165342246595000147849,2020,1,0,0,0,0,1,0
34.193851471,-118.53604126,381463951534193861123126125_3814639515341937566337044978,2020,1,0,0,0,0,0,1
34.215641022,-118.553520203,381446441534215629123581598_3814465965342156299246593972,2020,1,0,0,0,0,0,1
34.152511597,-118.545509338,381454495534152539122559454_381454476534152312123575782,2020,1,0,0,0,0,1,0
34.221298218,-118.489601135,3815098145342213064073596163_381510421534221309122704658,2020,1,0,0,0,0,0,1
34.221298218,-118.489601135,381510421534221309122704658_3815098145342213064073596163,2020,1,0,0,0,0,0,1
34.235637665,-118.484779358,3815155545342356464020536197_3815150915342356436711057780,2020,1,0,0,0,0,1,0
34.235637665,-118.484779358,3815150915342356436711057780_3815155545342356464020536197,2020,1,0,0,0,0,1,0
34.204719543,-118.562263489,3814377245342046906543587062_3814377285342047436543608780,2020,1,0,0,0,0,0,1
34.209461212,-118.431159973,381568853534209439362630963_3815688615342101948218315114,2020,0,0,1,0,0,0,1
34.22052002,-118.550811768,3814503735342205334033678043_3814473225342204866790296485,2020,1,0,0,0,0,0,1
34.247013092,-118.424995422,381574447534247495122422025_381577279534244833364042432,2020,1,0,0,0,0,0,1
34.16476059,-118.422515869,3815774805341647649704577900_3815774805341645854048658205,2020,1,0,0,0,0,0,1
34.16476059,-118.422515869,3815774805341645854048658205_3815774805341647649704577900,2020,1,0,0,0,0,0,1
34.208450317,-118.479316711,381520682534208448122872900_3815206815342092186425527279,2020,1,0,0,0,0,0,1
34.24300766,-118.502624512,381497520534243015332062559_3814973515342430155265163090,2020,1,0,0,0,0,0,1
34.25730896,-118.468513489,381531987534257302652291632_3815314515342573054954133143,2021,0,0,1,0,1,0,0
34.171279907,-118.508361816,3814949805341712821733962055_3814847725341712701733961944,2020,1,0,0,0,0,0,1
34.172599792,-118.562232971,38143778653417260335363023_3814376675341725936151110311,2020,0,0,1,0,0,1,0
34.173027039,-118.544631958,381455254534173032123421111_3814553825341730416308684283,2020,1,0,0,0,0,0,1
34.212310791,-118.396507263,3816034915342127054076825919_381603495534212112123370745,2020,1,0,0,0,0,0,1
34.171977997,-118.531890869,381468441534171841295426330_381468012534172011295426306,2020,1,0,0,0,0,0,1
34.155464172,-118.445343018,3815545175341555243786108805_3815546645341554763786108806,2020,1,0,0,0,0,0,1
34.21572876,-118.405105591,381594727534215740122628464_381595324534215743697188217,2020,1,0,0,0,0,1,0
34.257957458,-118.40436554,3815956395342579735167612143_3815955595342579115167612139,2021,1,0,0,0,0,0,1
34.226196289,-118.467681885,3815323775342259639956491927_3815323785342262397229355965,2021,1,0,0,0,1,0,0
34.208339691,-118.562271118,38143772053420836335354879_3814377195342082476397811514,2020,1,0,0,0,0,0,1
34.184638977,-118.448760986,381551272534184663122993079_3815511135341846617311044162,2020,1,0,0,0,0,0,1
34.246341705,-118.46761322,3815323845342464202594722260_3815323815342457895282998690,2020,1,0,0,0,0,0,1
34.201190948,-118.41443634,3815855775342010346734937508_3815855805342012106734937510,2020,1,0,0,0,0,1,0
34.257118225,-118.45425415,381545716534257216123031612_3815457185342570861503584642,2021,1,0,0,0,0,0,1
34.257118225,-118.45425415,3815457185342570861503584642_381545716534257216123031612,2021,1,0,0,0,0,0,1
34.256511688,-118.502342224,3814976405342566147171083128_3814976345342561944821407173,2021,1,0,0,0,0,0,1
34.19393158,-118.461509705,3815384915341939336789867536_3815384905341938357221986373,2021,1,0,0,0,0,1,0
34.235107422,-118.556289673,381443713534235137123328991_3814438145342350266708631396,2021,1,0,0,0,0,0,1
34.235107422,-118.556289673,3814438145342350266708631396_381443713534235137123328991,2021,1,0,0,0,0,0,1
34.227485657,-118.411193848,3815888335342275444076018436_3815887445342274835853575724,2021,1,0,0,0,0,0,1
34.160919189,-118.448699951,3815512895341611667437051769_3815512905341608594075564892,2021,1,0,0,0,1,0,0
34.160919189,-118.448699951,3815512905341608594075564892_3815512895341611667437051769,2021,1,0,0,0,1,0,0
34.165294647,-118.489891052,381510997534165301305706186_3815096435341652866312246124,2020,1,0,0,0,0,1,0
34.193916321,-118.457443237,3815425335341938267221986383_381542539534193934122724183,2021,1,0,0,0,0,0,1
34.155723572,-118.430671692,3815716605341557091969137137_381568941534155720305537097,2020,1,0,0,0,1,0,0
34.208335876,-118.566680908,38143334853420835735354882_3814332585342083586397811504,2021,1,0,0,0,1,0,0
34.208335876,-118.566680908,3814332585342083586397811504_38143334853420835735354882,2021,1,0,0,0,1,0,0
34.249984741,-118.536087036,381463890534250030123117792_3814638925342498986028035234,2021,0,0,1,0,0,0,1
34.179416656,-118.413757324,3815863405341794106353602876_3815862085341794104095912507,2021,1,0,0,0,1,0,0
34.159450531,-118.468040466,381531916534159454269574336_381532122534159414269574337,2020,1,0,0,0,0,0,1
34.248279572,-118.426330566,381573041534248833272139316_381574447534247495122422025,2020,1,0,0,0,0,0,1
34.188682556,-118.562210083,381437758534188865366685798_3814377675341870784268777369,2021,1,0,0,0,0,1,0
34.188682556,-118.562210083,3814377675341870784268777369_381437758534188865366685798,2021,1,0,0,0,0,1,0
34.235458374,-118.40802002,381592293534235698123370775_3815918455342353745621209904,2021,0,1,0,0,0,1,0
34.171813965,-118.475814819,3815241605341718273483488209_381524178534171789369784644,2021,1,0,0,0,0,1,0
34.23241806,-118.472976685,3815270195342319381887607901_3815270255342338877097285372,2020,1,0,0,0,0,1,0
34.25725174,-118.589569092,3814105135342572495553842706_3814104255342572497478234063,2021,0,1,0,0,1,0,0
34.179920197,-118.466171265,3815338145341798094818895461_3815338155341799664818898863,2021,0,0,1,0,0,1,0
34.193943024,-118.439979553,381559999534193942123126018_3815601265341939417546512431,2021,1,0,0,0,0,0,1
34.235610962,-118.48299408,3815167235342356421917484139_381517103534235640122746828,2021,1,0,0,0,0,1,0
34.235610962,-118.48299408,381517103534235640122746828_3815167235342356421917484139,2021,1,0,0,0,0,1,0
34.164615631,-118.473884583,3815259335341646832001699187_381526213534164534269574144,2024,1,0,0,0,0,0,1
34.255401611,-118.467483521,3815324615342554582594722264_3815324495342545622594722315,2020,1,0,0,0,0,0,1
34.220188141,-118.472808838,3815271025342199333240466831_381527169534220279362688827,2020,1,0,0,0,0,0,1
34.165138245,-118.487297058,381511390534165130305706226_3815228545341652836379965218,2020,1,0,0,0,0,1,0
34.238674164,-118.430755615,3815700295342392484039066879_3815680785342378274039066877,2021,1,0,0,0,0,0,1
34.193820953,-118.561752319,3814382895341938316790190535_3814380435341938316790190540,2021,1,0,0,0,0,0,1
34.193820953,-118.561752319,3814380435341938316790190540_3814382895341938316790190535,2021,1,0,0,0,0,0,1
34.196842194,-118.448753357,3815511835341971024909462331_3815511845341966616788405576,2021,1,0,0,0,0,1,0
34.197532654,-118.457458496,381542531534197562122724193_3815425335341974979704551369,2021,0,0,1,0,0,1,0
34.171714783,-118.475769043,381524396534171770305708663_381524209534171712369785566,2021,1,0,0,0,0,1,0
34.173377991,-118.563903809,381437627534173512697095646_3814328085341730956090812053,2020,1,0,0,0,0,0,1
34.179985046,-118.536010742,3814641315341799816283735127_381463980534179983279150529,2021,1,0,0,0,1,0,0
34.21440506,-118.408065796,381593913534207070361447734_381591607534215548697187397,2020,1,0,0,0,0,1,0
34.182579041,-118.459579468,381540359534182589123623139_3815414015341825958233412992,2021,1,0,0,0,0,0,1
34.182579041,-118.459579468,3815414015341825958233412992_381540359534182589123623139,2021,1,0,0,0,0,0,1
34.18265152,-118.457458496,381542535534182620370600046_3815425345341827226831701913,2018,0,1,0,0,0,0,1
34.183170319,-118.459655762,3815403645341834777207799352_381540359534182589123623139,2018,1,0,0,0,0,1,0
34.183029175,-118.431259155,3815687415341829737613271293_381568741534183046293569518,2018,1,0,0,0,1,0,0
34.193946838,-118.422729492,381577010534193945122800659_3815773185341939456486768717,2018,1,0,0,0,0,0,1
34.228221893,-118.55947876,3814402635342282435572994255_3814405635342282447436965883,2018,1,0,0,0,0,0,1
